station_id;datapoint_id;event_time;value;storedtime
1160629000;113;2017-02-26 11:05:04 UTC;26.5;
1160629000;114;2017-02-26 12:51:59 UTC;25.5;
1160629000;114;2017-02-26 15:25:08 UTC;24.5;
